product_name,price,weight,category
M&S Tartare Sauce,£2.10,165g,food-cupboard-drinks-bakery-294572
M&S Brioche Rolls,£2,8 per pack,food-cupboard-drinks-bakery-294572
M&S Creamed Horseradish Sauce,£1.95,160g,food-cupboard-drinks-bakery-294572
M&S Roasted & Salted Cashews,£4,250g,food-cupboard-drinks-bakery-294572
M&S Fairtrade Milk Chocolate,£1.25,100g,food-cupboard-drinks-bakery-294572
M&S Garganega Pinot Grigio,£7,75cl,food-cupboard-drinks-bakery-294572
M&S Mixed Beans in Water,£1,400g,food-cupboard-drinks-bakery-294572
M&S Ciabatta Loaf,£1.75,250g,food-cupboard-drinks-bakery-294572
M&S Salad Cream,£1.50,440g,food-cupboard-drinks-bakery-294572
M&S Sparkling Scottish Mountain Water,90p,2L,food-cupboard-drinks-bakery-294572
M&S Chunky Vegetable Soup,£1.10,400g,food-cupboard-drinks-bakery-294572
M&S Reduced Fat Ready Salted Crisps Multipack,£2.25,6 per pack,food-cupboard-drinks-bakery-294572
M&S Granulated Sugar,£1.95,2kg,food-cupboard-drinks-bakery-294572
M&S Toasted Pumpkin & Sunflower Seeds,£3,200g,food-cupboard-drinks-bakery-294572
M&S Crinkle Cut Gherkin Burger Pickle,£1.35,255g,food-cupboard-drinks-bakery-294572
"M&S Apple, Raspberry & Rhubarb Juice",£2.25,1L,food-cupboard-drinks-bakery-294572
N/A,85p,1L,food-cupboard-drinks-bakery-294572
M&S Pressed Tropical Juice,£2.25,1L,food-cupboard-drinks-bakery-294572
M&S Toasted Pine Nut Kernels,£3.90,100g,food-cupboard-drinks-bakery-294572
M&S Mini Colin The Caterpillar Cakes,£3.75,5 per pack,food-cupboard-drinks-bakery-294572
M&S Roasted & Salted Mixed Nuts,£3.75,175g,food-cupboard-drinks-bakery-294572
M&S Brain Ball,£1.50,40g,food-cupboard-drinks-bakery-294572
M&S Sage & Onion Stuffing Mix,£2,250g,food-cupboard-drinks-bakery-294572
M&S Cranberry Sauce,£1,200g,food-cupboard-drinks-bakery-294572
M&S All Butter Cheese Twists,£1.75,125g,food-cupboard-drinks-bakery-294572
M&S High Bake Water Biscuits,£1.25,200g,food-cupboard-drinks-bakery-294572
M&S Roasted & Salted Peanuts,£1.40,200g,food-cupboard-drinks-bakery-294572
M&S Dark Chocolate Chunks,£2.10,100g,food-cupboard-drinks-bakery-294572
M&S Chocolate Cornflake Mini Bites,£3.75,180g,food-cupboard-drinks-bakery-294572
M&S Still Scottish Mountain Water,£2.40,5L,food-cupboard-drinks-bakery-294572
M&S Tomato Ketchup Reduced Sugar,£1,495g,food-cupboard-drinks-bakery-294572
M&S Organic Plain White Flour,£2.30,1.5kg,food-cupboard-drinks-bakery-294572
M&S Dark Chocolate Jaffa Cakes Twin Pack,£3.25,2 x 125g,food-cupboard-drinks-bakery-294572
M&S Canadian Very Strong White Bread Flour,£2,1.5kg,food-cupboard-drinks-bakery-294572
Cook With M&S Smoked Paprika,£1.50,50g,food-cupboard-drinks-bakery-294572
M&S 100% Crunchy Peanut Butter,£2,340g,food-cupboard-drinks-bakery-294572
M&S Collection 75% Ecuadorian Dark Chocolate,£2.75,100g,food-cupboard-drinks-bakery-294572
Cook With M&S Chicken Stock,£3.20,500ml,food-cupboard-drinks-bakery-294572
M&S Rice Noodles,£1.50,180g,food-cupboard-drinks-bakery-294572
M&S Collection 85% Peruvian Dark Chocolate,£2.75,100g,food-cupboard-drinks-bakery-294572
M&S Baking Powder,£1.35,150g,food-cupboard-drinks-bakery-294572
M&S Still Peach & Raspberry Water,90p,1L,food-cupboard-drinks-bakery-294572
M&S 2 Fruit Filled Luxury Teacakes,£1.40,2 per pack,food-cupboard-drinks-bakery-294572
M&S Belgian Milk Chocolate Peanuts,£2,125g,food-cupboard-drinks-bakery-294572
M&S Merlot Grape Juice,£2.25,1L,food-cupboard-drinks-bakery-294572
M&S Plain White Flour,45p,500g,food-cupboard-drinks-bakery-294572
M&S Salt & Vinegar Chiplets,£1.10,100g,food-cupboard-drinks-bakery-294572
M&S Scottish All Butter Shortbread Squares,£3,200g,food-cupboard-drinks-bakery-294572
M&S Brioche Posh Hot Dog Buns,£3.10,6 per pack,food-cupboard-drinks-bakery-294572
M&S Pea & Mint Soup,£1.10,400g,food-cupboard-drinks-bakery-294572
M&S Nacho Cheese Tortilla Chips,£1.35,200g,food-cupboard-drinks-bakery-294572
M&S Peppermint Teabags,£1.50,20 per pack,food-cupboard-drinks-bakery-294572
M&S Ultimate Five Grain Crumpets,£1.50,6 per pack,food-cupboard-drinks-bakery-294572
M&S Orange Squash,£1.10,750ml,food-cupboard-drinks-bakery-294572
M&S 2 Flame Baked Roti,£1.50,160g,food-cupboard-drinks-bakery-294572
M&S Classic Tomato Everything Sauce,£2.70,500g,food-cupboard-drinks-bakery-294572
M&S Double Chocolate Mini Bites,£3.75,295g,food-cupboard-drinks-bakery-294572
M&S Made Without Penne Pasta,£1.85,500g,food-cupboard-drinks-bakery-294572
M&S White Breadcrumbs,£1.85,250g,food-cupboard-drinks-bakery-294572
M&S Pitted Black Hojiblanca Olives,£1.10,340g,food-cupboard-drinks-bakery-294572
M&S Spiced Lentil & Tomato Soup,£1.10,400g,food-cupboard-drinks-bakery-294572
M&S All Butter Flapjack Mini Bites,£3.75,320g,food-cupboard-drinks-bakery-294572
M&S Wholegrain Mustard,£1,185g,food-cupboard-drinks-bakery-294572
M&S Ready Salted Combo Mix,£2.30,150g,food-cupboard-drinks-bakery-294572
M&S Super Berry Smoothie,£2,750ml,food-cupboard-drinks-bakery-294572
M&S Mandarin Orange Segments in Grape Juice,£1.10,298g,food-cupboard-drinks-bakery-294572
M&S Green Pesto,£1.40,190g,food-cupboard-drinks-bakery-294572
M&S Raisin Almond & Honey Granola,£3,1kg,food-cupboard-drinks-bakery-294572
M&S Wild Alaskan Red Salmon Skinless & Boneless,£4.50,170g,food-cupboard-drinks-bakery-294572
M&S Triple Chocolate Chunk Cookies,£2.50,200g,food-cupboard-drinks-bakery-294572
M&S Salted Pretzel Sticks,£1.75,150g,food-cupboard-drinks-bakery-294572
M&S Red Kidney Beans in Water,60p,400g,food-cupboard-drinks-bakery-294572
M&S Wild Alaskan Red Salmon Skinless & Boneless,£3.10,105g,food-cupboard-drinks-bakery-294572
M&S Still Scottish Mountain Water,85p,2L,food-cupboard-drinks-bakery-294572
M&S Wholemeal Rye Sliced Bread Loaf,£1.85,400g,food-cupboard-drinks-bakery-294572
M&S Mint Assortments,£1.75,225g,food-cupboard-drinks-bakery-294572
M&S Smooth Peanut Butter,£2,340g,food-cupboard-drinks-bakery-294572
M&S Fairtrade Demerara Sugar,£1.65,500g,food-cupboard-drinks-bakery-294572
M&S Shelled Pistachios,£2.80,100g,food-cupboard-drinks-bakery-294572
M&S Sweet & Salty Popcorn Multipack,£1.85,6 per pack,food-cupboard-drinks-bakery-294572
M&S Sesame Pretzel Thins,£1.40,80g,food-cupboard-drinks-bakery-294572
M&S Diet Lemonade,£1.50,2L,food-cupboard-drinks-bakery-294572
M&S Caramelised Red Onion Chutney,£2.50,330g,food-cupboard-drinks-bakery-294572
M&S Hand Cooked Sea Salt & Black Pepper Crisps,£1.80,150g,food-cupboard-drinks-bakery-294572
M&S Sour Cream & Jalapeno Combo Mix,£2.30,150g,food-cupboard-drinks-bakery-294572
Cook With M&S Italian Herb Seasoning,£1.50,18g,food-cupboard-drinks-bakery-294572
M&S Red Pepper Pitta Chips,£2,150g,food-cupboard-drinks-bakery-294572
M&S Dutch Shortcakes Twin Pack,£2.75,2 x 150g,food-cupboard-drinks-bakery-294572
M&S Basmati Rice,£2,1kg,food-cupboard-drinks-bakery-294572
M&S Green Jalapenos,£1.60,200g,food-cupboard-drinks-bakery-294572
M&S Colombian Coffee and Walnut Cake,£4,425g,food-cupboard-drinks-bakery-294572
M&S Wild Alaskan Red Salmon,£3.65,213g,food-cupboard-drinks-bakery-294572
M&S Tuna Steaks in Spring Water Multipack,£7,4 x 200g,food-cupboard-drinks-bakery-294572
M&S Sultana & Glace Cherry Cake,£2.80,350g,food-cupboard-drinks-bakery-294572
M&S Lemon Drizzle Loaf Cake,£3,290g,food-cupboard-drinks-bakery-294572
M&S Toasted Sesame Oil,£2.75,250ml,food-cupboard-drinks-bakery-294572
M&S Sliced Black Hojiblanca Olives in Brine,£1.30,230g,food-cupboard-drinks-bakery-294572
M&S VIVA 8 Meringue Nests,£2,96g,food-cupboard-drinks-bakery-294572
M&S Glaze with Balsamic Vinegar of Modena,£2.50,250ml,food-cupboard-drinks-bakery-294572
M&S Fairtrade Everyday Tea Bags,£2.25,160 per pack,food-cupboard-drinks-bakery-294572
M&S Garlic Paste,£1.85,90g,food-cupboard-drinks-bakery-294572
M&S Belgian Milk Chocolate Brazil Nuts,£2,85g,food-cupboard-drinks-bakery-294572
M&S Four Cheese & Onion Combo Mix,£2.30,150g,food-cupboard-drinks-bakery-294572
M&S 2 Bake At Home Baguettes,£1.50,300g,food-cupboard-drinks-bakery-294572
M&S Milk Chocolate Coated Nice,£1.50,250g,food-cupboard-drinks-bakery-294572
M&S Still Scottish Mountain Water PET,£1.95,6 x 500ml,food-cupboard-drinks-bakery-294572
M&S Made in Italy Green Pesto,£2.20,190g,food-cupboard-drinks-bakery-294572
M&S Onion Granules,£1.50,60g,food-cupboard-drinks-bakery-294572
M&S Apple Juice,£1.35,3 x 200ml,food-cupboard-drinks-bakery-294572
M&S Salted Pretzel Thins,£1.40,80g,food-cupboard-drinks-bakery-294572
M&S Salt & Vinegar Combo Mix,£2.30,150g,food-cupboard-drinks-bakery-294572
M&S BBQ Sauce,£1.40,500g,food-cupboard-drinks-bakery-294572
M&S Strawberry & Banana Smoothie,£2.10,750ml,food-cupboard-drinks-bakery-294572
Cook With M&S Panko Breadcrumbs,£2.50,150g,food-cupboard-drinks-bakery-294572
N/A,£2,150g,food-cupboard-drinks-bakery-294572
M&S Natural Almonds,£2.50,150g,food-cupboard-drinks-bakery-294572
M&S Sultana Cookies,£2.50,200g,food-cupboard-drinks-bakery-294572
M&S Macaroni,75p,500g,food-cupboard-drinks-bakery-294572
M&S Self Raising Flour,85p,1500g,food-cupboard-drinks-bakery-294572
M&S Pickled Red Onions,£1.35,260g,food-cupboard-drinks-bakery-294572
M&S Natural Nut Collection,£3,150g,food-cupboard-drinks-bakery-294572
M&S Milk Chocolate Pistachios,£3,130g,food-cupboard-drinks-bakery-294572
M&S Almond Biscuits,£1.50,200g,food-cupboard-drinks-bakery-294572
M&S Organic Basmati Rice,£3,500g,food-cupboard-drinks-bakery-294572
M&S Burra Brook Sauvignon Blanc,£7,75cl,food-cupboard-drinks-bakery-294572
M&S White Bloomer Bread Loaf,£2,400g,food-cupboard-drinks-bakery-294572
M&S Fairtrade Colombian Ground Coffee,£4.50,227g,food-cupboard-drinks-bakery-294572
M&S Milk Chocolate Gigantic Buttons,£3,150g,food-cupboard-drinks-bakery-294572
M&S Plain Madeira Cake,£2.25,280g,food-cupboard-drinks-bakery-294572
M&S All Butter Chocolate Chunk & Hazelnut Cookies,£2.50,200g,food-cupboard-drinks-bakery-294572
M&S Onion Rings,£1.10,65g,food-cupboard-drinks-bakery-294572
M&S Fairtrade Golden Caster Sugar,£2.65,1kg,food-cupboard-drinks-bakery-294572
M&S Classics Gavi,£10,75cl,food-cupboard-drinks-bakery-294572
M&S 30 Trifle Sponge Fingers,£1.35,200g,food-cupboard-drinks-bakery-294572
M&S Fruit Muesli,£3.50,1kg,food-cupboard-drinks-bakery-294572
M&S Fairtrade Luxury Gold Teabags,£3.40,80 per pack,food-cupboard-drinks-bakery-294572
Cook With M&S Crispy Onions,£1.80,100g,food-cupboard-drinks-bakery-294572
M&S Organic Cashew Nuts,£2.50,100g,food-cupboard-drinks-bakery-294572
M&S Garden Peas in Water,£1,290g,food-cupboard-drinks-bakery-294572
M&S 3 Classic Walnut Whips,£2.50,85g,food-cupboard-drinks-bakery-294572
M&S Lime Juice,£1,250ml,food-cupboard-drinks-bakery-294572
M&S Jelly Babies,£1.75,225g,food-cupboard-drinks-bakery-294572
M&S Fairtrade Gold Instant Coffee,£3.50,100g,food-cupboard-drinks-bakery-294572
M&S Thai Red Curry Paste,£2,190g,food-cupboard-drinks-bakery-294572
M&S Cheddar Cheese Clouds,£1.25,20g,food-cupboard-drinks-bakery-294572
M&S White Chocolate Chunks,£2.10,100g,food-cupboard-drinks-bakery-294572
M&S Sultana Cake,£2.80,350g,food-cupboard-drinks-bakery-294572
M&S Seeded Folded Flatbreads,£1.50,6 per pack,food-cupboard-drinks-bakery-294572
M&S Special Flakes,£2,500g,food-cupboard-drinks-bakery-294572
N/A,£1.75,225g,food-cupboard-drinks-bakery-294572
M&S 6 Mini Chocolate Chip Cookie Bags,£1.65,6 x 18g,food-cupboard-drinks-bakery-294572
M&S Mint Humbugs,£1.75,225g,food-cupboard-drinks-bakery-294572
M&S Pure Set Honey,£1.45,340g,food-cupboard-drinks-bakery-294572
M&S Anchovy Fillets in Extra Virgin Olive Oil,£1.80,50g,food-cupboard-drinks-bakery-294572
M&S Fine Egg Noodles,£1.25,250g,food-cupboard-drinks-bakery-294572
M&S London Dry Gin,£19.35,1L,food-cupboard-drinks-bakery-294572
"M&S Grape, Pomegranate & Blackcurrant Juice",£2.25,1L,food-cupboard-drinks-bakery-294572
Cook With M&S Popping Corn,£2,500g,food-cupboard-drinks-bakery-294572
M&S Caesar Salad Dressing,£1.75,100g,food-cupboard-drinks-bakery-294572
M&S Jam Tarts,£1.30,190g,food-cupboard-drinks-bakery-294572
M&S Spanish Blood Orange Juice with Bits,£3.50,1L,food-cupboard-drinks-bakery-294572
M&S British Sliced Beetroot,£2,710g,food-cupboard-drinks-bakery-294572
M&S Light Soy Sauce Reduced Salt,£1,150ml,food-cupboard-drinks-bakery-294572
M&S Chocolate Fudge Cake,£4,425g,food-cupboard-drinks-bakery-294572
M&S Assorted Popped Potato Chips Multipack,£2,6 per pack,food-cupboard-drinks-bakery-294572
M&S Strawberry Victoria Sponge Sandwich,£4.75,420g,food-cupboard-drinks-bakery-294572
M&S Smooth Hazelnut Chocolate Spread,£2.50,400g,food-cupboard-drinks-bakery-294572
M&S Organic Red Lentils,£2.10,500g,food-cupboard-drinks-bakery-294572
M&S Sicilian Lemon & White Chocolate Cookies,£2.50,200g,food-cupboard-drinks-bakery-294572
Cook With M&S Hot Chipotle Chilli Paste,£1.60,95g,food-cupboard-drinks-bakery-294572
M&S Outrageously Chocolatey Dark Chocolate & Ginger Biscuits,£3,175g,food-cupboard-drinks-bakery-294572
M&S Cotes Du Rhone,£7.50,75cl,food-cupboard-drinks-bakery-294572
M&S Organic Raisins,£3,375g,food-cupboard-drinks-bakery-294572
M&S Belgian Dark Chocolate Rice Cakes,£3,102g,food-cupboard-drinks-bakery-294572
M&S Butter Mintoes,£1.75,225g,food-cupboard-drinks-bakery-294572
Cook With M&S Sundried Tomato Paste,£2,180g,food-cupboard-drinks-bakery-294572
M&S Crispy Cheese Crackers,£2,150g,food-cupboard-drinks-bakery-294572
Cook With M&S Rose Harissa Paste,£2.25,90g,food-cupboard-drinks-bakery-294572
M&S Diet Pink Lemonade,95p,1L,food-cupboard-drinks-bakery-294572
M&S Fairtrade French Ground Coffee,£3.20,227g,food-cupboard-drinks-bakery-294572
M&S Made In Italy Tomato & Mascarpone Pasta Sauce,£2.20,340g,food-cupboard-drinks-bakery-294572
M&S Couscous,£1.80,1kg,food-cupboard-drinks-bakery-294572
M&S Mediterranean Orange High Juice,£1.90,1L,food-cupboard-drinks-bakery-294572
M&S Wheat & White Farmhouse Bread,£1.70,800g,food-cupboard-drinks-bakery-294572
M&S Fairtrade Light Muscovado Sugar,£1.75,500g,food-cupboard-drinks-bakery-294572
M&S 8 Chocolate Digestive Biscuit Bars,£2,182g,food-cupboard-drinks-bakery-294572
M&S British Sliced Beetroot,£1.10,340g,food-cupboard-drinks-bakery-294572
M&S Orange Juice with Bits,£3.40,1.75L,food-cupboard-drinks-bakery-294572
M&S 4 Extremely Chocolatey Chocolate Pancakes,£1.90,280g,food-cupboard-drinks-bakery-294572
M&S Made In Italy Tomato & Basil Pasta Sauce,£2.20,340g,food-cupboard-drinks-bakery-294572
Cook With M&S Goose Fat,£2.75,180g,food-cupboard-drinks-bakery-294572
M&S Sweet Chilli Dipping Sauce,£2,230g,food-cupboard-drinks-bakery-294572
M&S Blueberry Wheats,£2,500g,food-cupboard-drinks-bakery-294572
M&S Red Salsa,£1.20,195g,food-cupboard-drinks-bakery-294572
M&S Carrot & Coriander Soup,£1.10,400g,food-cupboard-drinks-bakery-294572
M&S Spanish Peach Iced Tea No Added Sugar,£2,750ml,food-cupboard-drinks-bakery-294572
M&S Pure Honey Bigger Pack,£2.65,720g,food-cupboard-drinks-bakery-294572
M&S Sweet Popcorn,£1.25,80g,food-cupboard-drinks-bakery-294572
M&S Potted Beef,£1.30,75g,food-cupboard-drinks-bakery-294572
M&S Pure Canadian Maple Syrup,£5.50,330g,food-cupboard-drinks-bakery-294572
M&S Gold Teabags,£7.75,240 per pack,food-cupboard-drinks-bakery-294572
M&S Mini Victoria Sandwich Cakes,£3.25,4 per pack,food-cupboard-drinks-bakery-294572
M&S Soft Marshmallows,£1.55,180g,food-cupboard-drinks-bakery-294572
M&S Tomato Juice,£2.10,1L,food-cupboard-drinks-bakery-294572
M&S British Sweet Crinkle Cut Beetroot,£1.10,340g,food-cupboard-drinks-bakery-294572
M&S Organic Strong White Bread Flour,£2.30,1.5kg,food-cupboard-drinks-bakery-294572
M&S Yogurt & Strawberry Rice Cakes,£3,112g,food-cupboard-drinks-bakery-294572
M&S Chopped Ham,£2,198g,food-cupboard-drinks-bakery-294572
M&S Thai Green Curry Paste,£2,190g,food-cupboard-drinks-bakery-294572
M&S Italian Cherry Tomatoes,£1.50,400g,food-cupboard-drinks-bakery-294572
M&S Apricot Wheats,£2,500g,food-cupboard-drinks-bakery-294572
M&S Glace Cherries,£2,200g,food-cupboard-drinks-bakery-294572
M&S Lemon Drizzle Cake,£4,470g,food-cupboard-drinks-bakery-294572
M&S Pitted Prunes,£2.50,250g,food-cupboard-drinks-bakery-294572
M&S Lemonade,95p,1L,food-cupboard-drinks-bakery-294572
M&S Creamed Rice Pudding,£1.60,400g,food-cupboard-drinks-bakery-294572
M&S Bicarbonate of Soda,£1.65,200g,food-cupboard-drinks-bakery-294572
M&S All Butter Choc Chunk Shortbread Rounds,£2.65,175g,food-cupboard-drinks-bakery-294572
M&S Freshly Squeezed Still Lemonade,£3.50,1L,food-cupboard-drinks-bakery-294572
N/A,£1.80,150g,food-cupboard-drinks-bakery-294572
M&S High Protein Vegan Chocolate Crunch,£3,500g,food-cupboard-drinks-bakery-294572
M&S Milk Chocolate Coated Bourbon Cream,£3,162g,food-cupboard-drinks-bakery-294572
M&S Natural Fruit & Nut Mix,£5.50,350g,food-cupboard-drinks-bakery-294572
M&S Apple & Watermelon Juice,£2.25,1L,food-cupboard-drinks-bakery-294572
M&S Extra Smooth Vodka,£19.35,1L,food-cupboard-drinks-bakery-294572
M&S Danish Style Wholemeal Bread Loaf,£1.85,430g,food-cupboard-drinks-bakery-294572
M&S Italian Passata with Soffritto,£2.80,690g,food-cupboard-drinks-bakery-294572
M&S Welsh Cakes,£2.10,6 per pack,food-cupboard-drinks-bakery-294572
M&S Assorted Fruit Sherbets,£1.75,225g,food-cupboard-drinks-bakery-294572
M&S Pitted Green Queen Olives,£2.40,225g,food-cupboard-drinks-bakery-294572
M&S Redcurrant Jelly,£1.25,340g,food-cupboard-drinks-bakery-294572
M&S Smooth Orange Juice,£1.65,1L,food-cupboard-drinks-bakery-294572
M&S All Butter Viennese Milk Chocolate Dipped Fingers,£2.75,135g,food-cupboard-drinks-bakery-294572
M&S Mini Plain Naans,£1.10,4 per pack,food-cupboard-drinks-bakery-294572
M&S Reduced Sugar Strawberry Jam,£1,415g,food-cupboard-drinks-bakery-294572
M&S Soft White Oaty Bloomer,£1.80,400g,food-cupboard-drinks-bakery-294572
M&S Orange Marmalade No Peel,£1.10,454g,food-cupboard-drinks-bakery-294572
M&S Peanut Butter Family Pack,£5,1kg,food-cupboard-drinks-bakery-294572
M&S Diet Sparkling Cloudy Lemonade,95p,1L,food-cupboard-drinks-bakery-294572
M&S Chilli Cheese Clouds,£1.25,20g,food-cupboard-drinks-bakery-294572
M&S Turkish Sultanas,£1.90,500g,food-cupboard-drinks-bakery-294572
M&S Millionaire Mini Bites,£3.75,270g,food-cupboard-drinks-bakery-294572
M&S Belgian White Chocolate Chunk Cookies,£2.50,200g,food-cupboard-drinks-bakery-294572
M&S Pearl Barley,£1,500g,food-cupboard-drinks-bakery-294572
M&S Cranberry & Raspberry High Juice,£1.90,1L,food-cupboard-drinks-bakery-294572
M&S Organic Red Kidney Beans in Water,£1.10,400g,food-cupboard-drinks-bakery-294572
M&S Peppermint Tea Bags,£2.70,40 per pack,food-cupboard-drinks-bakery-294572
M&S 16 Cocktail Blinis,£2.50,112g,food-cupboard-drinks-bakery-294572
M&S Glace Cherry Madeira Cake,£2.80,300g,food-cupboard-drinks-bakery-294572
M&S Natural Brazil Nuts,£3,150g,food-cupboard-drinks-bakery-294572
M&S Ginger Paste,£1.75,90g,food-cupboard-drinks-bakery-294572
M&S Tuna Steak in Spring Water,£2.25,200g,food-cupboard-drinks-bakery-294572
M&S Green Lentils in Water,70p,400g,food-cupboard-drinks-bakery-294572
M&S Mint Choccy Speckled Easter Eggs,£1.75,90g,food-cupboard-drinks-bakery-294572
M&S Creamy Caesar Dressing,£2.20,235ml,food-cupboard-drinks-bakery-294572
M&S Milk Chocolate Coated Digestives,£3,190g,food-cupboard-drinks-bakery-294572
M&S No Added Sugar Cranberry Juice Drink,£2.25,1L,food-cupboard-drinks-bakery-294572
M&S Traditional Scottish Porridge Oats,£2.25,2kg,food-cupboard-drinks-bakery-294572
M&S Pumpkin Seeds,£1.20,100g,food-cupboard-drinks-bakery-294572
M&S 6 Bake At Home Petits Pains,£1.50,300g,food-cupboard-drinks-bakery-294572
M&S Organic Apple Juice,£3.10,1L,food-cupboard-drinks-bakery-294572
M&S Raspberry Cream Sandwich Fingers,£3,2 x 150g,food-cupboard-drinks-bakery-294572
M&S Cool Sweet Potato Tortilla Chips,£1.35,150g,food-cupboard-drinks-bakery-294572
M&S Natural Macadamia Nuts,£4,150g,food-cupboard-drinks-bakery-294572
M&S Four Nut & Flame Raisin Granola,£3.50,500g,food-cupboard-drinks-bakery-294572
M&S Peppercorn Sauce,£2.20,200g,food-cupboard-drinks-bakery-294572
M&S Plant Kitchen Marshmallows,£1.55,140g,food-cupboard-drinks-bakery-294572
M&S Made Without Tiger Rolls,£3.40,4 per pack,food-cupboard-drinks-bakery-294572
M&S Spanish Serrano Ham Crisps,£1.85,25g,food-cupboard-drinks-bakery-294572
M&S Still Lemon & Lime Water,90p,1L,food-cupboard-drinks-bakery-294572
M&S Made Without Soft White Rolls,£3,4 per pack,food-cupboard-drinks-bakery-294572
M&S Oaty Farmhouse Bread Loaf,£1.70,800g,food-cupboard-drinks-bakery-294572
M&S Protein Ball,£1.50,40g,food-cupboard-drinks-bakery-294572
M&S Solid Milk Choccy Easter Eggs,£2.75,130g,food-cupboard-drinks-bakery-294572
M&S Pitted Green Hojiblanca Olives,£1.30,340g,food-cupboard-drinks-bakery-294572
M&S Triple Chocolate Crunch,£3,500g,food-cupboard-drinks-bakery-294572
M&S Colin The Caterpillar Cake,£9.50,625g,food-cupboard-drinks-bakery-294572
M&S Minestrone Soup,£1.10,400g,food-cupboard-drinks-bakery-294572
M&S Wine Gums,£1.75,225g,food-cupboard-drinks-bakery-294572
M&S Camomile Teabags,£1.50,20 per pack,food-cupboard-drinks-bakery-294572
M&S Fairtrade Italian Coffee Beans,£3.20,227g,food-cupboard-drinks-bakery-294572
M&S Organic Honey,£3.70,340g,food-cupboard-drinks-bakery-294572
M&S Tomatillo & Jalapeno Sweet Potato Tortillas,£2,150g,food-cupboard-drinks-bakery-294572
M&S Tomato & Basil Soup,£1.10,400g,food-cupboard-drinks-bakery-294572
M&S Chocolate Biscuit Selection,£6,450g,food-cupboard-drinks-bakery-294572
Cook With M&S Beef Stock,£3.20,500ml,food-cupboard-drinks-bakery-294572
Cook With M&S Tahini,£3,300g,food-cupboard-drinks-bakery-294572
M&S Chocolate Brownie Mini Bites,£3.75,235g,food-cupboard-drinks-bakery-294572
M&S Macon Villages Burgundy Chardonnay,£12,75cl,food-cupboard-drinks-bakery-294572
M&S Pine Nut Kernels,£3.90,100g,food-cupboard-drinks-bakery-294572
M&S Self Raising Flour,45p,500g,food-cupboard-drinks-bakery-294572
Cook With M&S Vegetable Stock,£3.20,500ml,food-cupboard-drinks-bakery-294572
M&S Las Dalias Malbec,£8.50,75cl,food-cupboard-drinks-bakery-294572
M&S Fairtrade Golden Granulated Sugar,£2.50,1kg,food-cupboard-drinks-bakery-294572
M&S Honey Roasted Cashews,£4,250g,food-cupboard-drinks-bakery-294572
M&S Collection Hot Smoked Peppered Mackerel,£2.20,110g,food-cupboard-drinks-bakery-294572
M&S Special Burger Sauce,£2,250ml,food-cupboard-drinks-bakery-294572
Cook With M&S Chicken Gravy,£2.65,350g,food-cupboard-drinks-bakery-294572
M&S Ginger Defence Dosing Bottle,£4,500ml,food-cupboard-drinks-bakery-294572
M&S Fairtrade Gold Decaf Instant Coffee,£3.50,100g,food-cupboard-drinks-bakery-294572
M&S Light Soy Sauce,£1.20,150ml,food-cupboard-drinks-bakery-294572
M&S Hollandaise Sauce,£2.20,200g,food-cupboard-drinks-bakery-294572
M&S Made Without Spaghetti,£1.85,500g,food-cupboard-drinks-bakery-294572
M&S Apple & Mango High Juice,£1.90,1L,food-cupboard-drinks-bakery-294572
Cook With M&S Beef Dripping,£1.60,180g,food-cupboard-drinks-bakery-294572
M&S British Baby Beetroot in Vinegar,£1.10,340g,food-cupboard-drinks-bakery-294572
M&S Extra Virgin Olive Oil,£6,500ml,food-cupboard-drinks-bakery-294572
M&S Belgian Milk Chocolate Cashews,£2,85g,food-cupboard-drinks-bakery-294572
M&S Brown Sauce,£1.15,475g,food-cupboard-drinks-bakery-294572
M&S Dry Roasted Peanuts,£1.40,200g,food-cupboard-drinks-bakery-294572
M&S Sardine Fillets with Chilli,£2,120g,food-cupboard-drinks-bakery-294572
M&S Sicilian Lemon Curd,£2.50,325g,food-cupboard-drinks-bakery-294572
M&S 00 Pasta Flour,£1.65,1kg,food-cupboard-drinks-bakery-294572
M&S Quinoa,£3.50,500g,food-cupboard-drinks-bakery-294572
M&S Lightly Salted Popped Potato Chips Multipack,£2,6 per pack,food-cupboard-drinks-bakery-294572
M&S Smooth Cashew Nut Butter,£3.50,227g,food-cupboard-drinks-bakery-294572
M&S Mint Jelly,£1.10,215g,food-cupboard-drinks-bakery-294572
N/A,£2,150g,food-cupboard-drinks-bakery-294572
M&S Prosecco Extra Dry,£9,75cl,food-cupboard-drinks-bakery-294572
M&S 5 Multigrain Sourdough Bagels,£2.50,5 per pack,food-cupboard-drinks-bakery-294572
M&S Fairtrade Decaffeinated Earl Grey Tea Bags,£2.50,50 per pack,food-cupboard-drinks-bakery-294572
M&S Fairtrade Fine Cut Orange Marmalade,£1.10,454g,food-cupboard-drinks-bakery-294572
M&S Made Without Cheese Crackers,£2.25,100g,food-cupboard-drinks-bakery-294572
M&S Organic Extra Virgin Olive Oil,£7,500ml,food-cupboard-drinks-bakery-294572
M&S Cannellini Beans in Water,70p,400g,food-cupboard-drinks-bakery-294572
M&S Collection Chablis,£18,75cl,food-cupboard-drinks-bakery-294572
M&S Daniel's Drift Sauvignon Blanc,£6.50,75cl,food-cupboard-drinks-bakery-294572
